SID,URL
4576,https://www.ratemyprofessors.com/school/4576
8,https://www.ratemyprofessors.com/school/8
3358,https://www.ratemyprofessors.com/school/3358
688,https://www.ratemyprofessors.com/school/688
2946,https://www.ratemyprofessors.com/school/2946
3892,https://www.ratemyprofessors.com/school/3892
4386,https://www.ratemyprofessors.com/school/4386
4064,https://www.ratemyprofessors.com/school/4064
830,https://www.ratemyprofessors.com/school/830
3095,https://www.ratemyprofessors.com/school/3095
9971,https://www.ratemyprofessors.com/school/9971
7378,https://www.ratemyprofessors.com/school/7378
9334,https://www.ratemyprofessors.com/school/9334
8856,https://www.ratemyprofessors.com/school/8856
5961,https://www.ratemyprofessors.com/school/5961
2505,https://www.ratemyprofessors.com/school/2505
4309,https://www.ratemyprofessors.com/school/4309
6347,https://www.ratemyprofessors.com/school/6347
4970,https://www.ratemyprofessors.com/school/4970
9543,https://www.ratemyprofessors.com/school/9543
3259,https://www.ratemyprofessors.com/school/3259
4028,https://www.ratemyprofessors.com/school/4028
5454,https://www.ratemyprofessors.com/school/5454
1667,https://www.ratemyprofessors.com/school/1667
6326,https://www.ratemyprofessors.com/school/6326
4061,https://www.ratemyprofessors.com/school/4061
4447,https://www.ratemyprofessors.com/school/4447
9810,https://www.ratemyprofessors.com/school/9810
9498,https://www.ratemyprofessors.com/school/9498
4642,https://www.ratemyprofessors.com/school/4642
9721,https://www.ratemyprofessors.com/school/9721
569,https://www.ratemyprofessors.com/school/569
9468,https://www.ratemyprofessors.com/school/9468
1978,https://www.ratemyprofessors.com/school/1978
